"module","pathway_id","pathway_name","fish_Pvalue","reg_coeff","GenesInPathway","Go_Reactome_root_id","Go_Reactome_root_names","step2root"
"PPI-STRING_Consensus_mod313","GO:0001725","stress fiber","2.37e-13","5.84e-02",58,"GO:0044422#GO:0044464","organelle part#cell part",5
"PPI-STRING_Consensus_mod313","GO:0071437","invadopodium","4.09e-06","8.04e-02",10,"GO:0044464","cell part",4
"PPI-STRING_Consensus_mod313","GO:0034329","cell junction assembly","2.79e-09","7.94e-02",18,"GO:0009987#GO:0071840","cellular process#cellular component organization or biogenesis",4
"PPI-STRING_Consensus_mod313","GO:0051017","actin filament bundle assembly","6.53e-09","1.20e-02",44,"GO:0009987#GO:0071840","cellular process#cellular component organization or biogenesis",4
"PPI-STRING_Consensus_mod313","GO:0033622","integrin activation","3.84e-04","8.35e-03",9,"GO:0009987#GO:0071840","cellular process#cellular component organization or biogenesis",5
"PPI-STRING_Consensus_mod313","GO:0051693","actin filament capping","2.00e-23","5.51e-01",13,"GO:0009987#GO:0065007#GO:0071840","cellular process#biological regulation#cellular component organization or biogenesis",6
"PPI-STRING_Consensus_mod313","GO:0030863","cortical cytoskeleton","3.77e-09","7.64e-02",19,"GO:0043226#GO:0044464","organelle#cell part",4
"PPI-STRING_Consensus_mod313","GO:0036449","microtubule minus-end","2.99e-04","4.01e-02",8,"GO:0044422#GO:0044464","organelle part#cell part",5
"PPI-STRING_Consensus_mod313","GO:0097264","self proteolysis","2.99e-04","5.95e-02",8,"GO:0008152","metabolic process",5
"PPI-STRING_Consensus_mod313","R-HSA-446353","Cell-extracellular matrix interactions","1.43e-09","1.06e-01",16,"R-HSA-1500931","Cell-Cell communication",2
"PPI-STRING_Consensus_mod313","R-HSA-445095","Interaction between L1 and Ankyrins","4.46e-12","3.78e-03",29,"R-HSA-1266738","Developmental Biology",3
"PPI-STRING_Consensus_mod313","R-HSA-373753","Nephrin family interactions","8.48e-09","4.48e-02",22,"R-HSA-1500931","Cell-Cell communication",1
"PPI-STRING_Consensus_mod314","GO:0035195","gene silencing by miRNA","2.45e-04","7.02e-03",11,"GO:0009987#GO:0065007","cellular process#biological regulation",5
"PPI-STRING_Consensus_mod314","GO:0035331","negative regulation of hippo signaling","1.25e-04","5.53e-02",8,"GO:0065007","biological regulation",7
"PPI-STRING_Consensus_mod314","GO:2000637","positive regulation of gene silencing by miRNA","2.45e-04","1.03e-03",11,"GO:0065007","biological regulation",6
"PPI-STRING_Consensus_mod314","GO:0005913","cell-cell adherens junction","5.27e-13","7.28e-03",99,"GO:0030054","cell junction",3
"PPI-STRING_Consensus_mod314","GO:0005911","cell-cell junction","8.59e-13","3.69e-04",157,"GO:0030054","cell junction",2
"PPI-STRING_Consensus_mod314","GO:0007043","cell-cell junction assembly","4.27e-12","4.56e-02",44,"GO:0009987#GO:0071840","cellular process#cellular component organization or biogenesis",5
"PPI-STRING_Consensus_mod314","GO:1990124","messenger ribonucleoprotein complex","1.09e-06","5.36e-02",10,"GO:0032991","protein-containing complex",3
"PPI-STRING_Consensus_mod314","GO:0036500","ATF6-mediated unfolded protein response","1.61e-04","4.11e-02",9,"GO:0009987#GO:0050896#GO:0065007","cellular process#response to stimulus#biological regulation",4
"PPI-STRING_Consensus_mod314","GO:1990440","positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress","2.45e-04","4.05e-03",11,"GO:0009987#GO:0050896#GO:0065007","cellular process#response to stimulus#biological regulation",5
"PPI-STRING_Consensus_mod314","GO:0030057","desmosome","2.17e-16","1.61e-01",25,"GO:0030054","cell junction",3
"PPI-STRING_Consensus_mod314","GO:0070212","protein poly-ADP-ribosylation","1.25e-04","5.91e-02",8,"GO:0008152#GO:0009987","metabolic process#cellular process",6
"PPI-STRING_Consensus_mod314","GO:0098911","regulation of ventricular cardiac muscle cell action potential","5.95e-09","1.11e-01",11,"GO:0065007","biological regulation",5
"PPI-STRING_Consensus_mod315","GO:0005092","GDP-dissociation inhibitor activity","1.14e-04","3.09e-02",10,"GO:0098772","molecular function regulator",5
"PPI-STRING_Consensus_mod315","GO:0070830","bicellular tight junction assembly","5.63e-14","7.48e-02",33,"GO:0009987#GO:0071840","cellular process#cellular component organization or biogenesis",6
"PPI-STRING_Consensus_mod315","GO:0043220","Schmidt-Lanterman incisure","1.14e-04","4.40e-04",10,"GO:0044464","cell part",2
"PPI-STRING_Consensus_mod315","R-HSA-373756","SDK interactions","3.26e-03","1.18e-01",2,"R-HSA-1500931","Cell-Cell communication",3
"PPI-STRING_Consensus_mod315","R-HSA-2173791","TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition)","1.01e-08","7.93e-02",16,"R-HSA-162582","Signal Transduction",3
"PPI-STRING_Consensus_mod315","R-HSA-420029","Tight junction interactions","2.69e-14","9.25e-02",30,"R-HSA-1500931","Cell-Cell communication",3
"PPI-STRING_Consensus_mod316","GO:0005814","centriole","8.81e-35","1.72e-02",134,"GO:0043226#GO:0044422#GO:0044464","organelle#organelle part#cell part",4
"PPI-STRING_Consensus_mod316","GO:0090307","mitotic spindle assembly","5.23e-17","7.84e-03",30,"GO:0009987#GO:0071840","cellular process#cellular component organization or biogenesis",5
"PPI-STRING_Consensus_mod316","GO:0007099","centriole replication","1.09e-18","7.55e-02",21,"GO:0009987#GO:0071840","cellular process#cellular component organization or biogenesis",3
"PPI-STRING_Consensus_mod316","GO:0051011","microtubule minus-end binding","1.38e-13","5.45e-02",11,"GO:0005488","binding",6
"PPI-STRING_Consensus_mod316","GO:0043015","gamma-tubulin binding","4.34e-20","5.48e-02",26,"GO:0005488","binding",5
"PPI-STRING_Consensus_mod316","GO:0000242","pericentriolar material","1.14e-11","7.09e-03",20,"GO:0044422#GO:0044464","organelle part#cell part",4
"PPI-STRING_Consensus_mod316","GO:0008274","gamma-tubulin ring complex","5.75e-18","2.62e-01",8,"GO:0032991#GO:0044422#GO:0044464","protein-containing complex#organelle part#cell part",4
"PPI-STRING_Consensus_mod316","R-HSA-380287","Centrosome maturation","6.16e-98","1.12e-01",81,"R-HSA-1640170","Cell Cycle",4
"PPI-STRING_Consensus_mod316","R-HSA-69275","G2/M Transition","3.99e-89","4.00e-03",182,"R-HSA-1640170","Cell Cycle",3
"PPI-STRING_Consensus_mod316","R-HSA-453274","Mitotic G2-G2/M phases","7.01e-89","9.99e-04",184,"R-HSA-1640170","Cell Cycle",2
"PPI-STRING_Consensus_mod316","R-HSA-380320","Recruitment of NuMA to mitotic centrosomes","2.97e-98","1.57e-01",80,"R-HSA-1640170","Cell Cycle",4
"PPI-STRING_Consensus_mod316","R-HSA-380270","Recruitment of mitotic centrosome proteins and complexes","6.16e-98","1.09e-01",81,"R-HSA-1640170","Cell Cycle",5
"PPI-STRING_Consensus_mod316","R-HSA-2565942","Regulation of PLK1 Activity at G2/M Transition","8.30e-77","3.66e-02",87,"R-HSA-1640170","Cell Cycle",4
"PPI-STRING_Consensus_mod317","GO:0030134","COPII-coated ER to Golgi transport vesicle","1.74e-06","1.42e-02",41,"GO:0043226#GO:0044464","organelle#cell part",6
"PPI-STRING_Consensus_mod317","GO:0019068","virion assembly","5.95e-09","1.16e-01",11,"GO:0051704","multi-organism process",5
"PPI-STRING_Consensus_mod317","GO:0032482","Rab protein signal transduction","7.35e-56","2.07e-01",72,"GO:0009987#GO:0065007","cellular process#biological regulation",6
"PPI-STRING_Consensus_mod317","GO:0018344","protein geranylgeranylation","6.74e-05","5.92e-02",6,"GO:0008152#GO:0009987","metabolic process#cellular process",5
"PPI-STRING_Consensus_mod317","R-HSA-8873719","RAB geranylgeranylation","1.39e-48","8.29e-02",65,"R-HSA-392499","Metabolism of proteins",2
"PPI-STRING_Consensus_mod317","R-HSA-8854214","TBC/RABGAPs","9.62e-15","7.14e-03",38,"R-HSA-5653656","Vesicle-mediated transport",3
"PPI-STRING_Consensus_mod318","GO:0006004","fucose metabolic process","8.42e-05","3.07e-02",7,"GO:0008152","metabolic process",5
"PPI-STRING_Consensus_mod318","GO:0006517","protein deglycosylation","1.80e-04","3.02e-02",10,"GO:0008152#GO:0009987","metabolic process#cellular process",5
"PPI-STRING_Consensus_mod318","GO:0006688","glycosphingolipid biosynthetic process","1.44e-04","3.46e-02",9,"GO:0008152#GO:0009987","metabolic process#cellular process",6
"PPI-STRING_Consensus_mod318","GO:0019915","lipid storage","7.34e-06","1.15e-02",19,"GO:0051179#GO:0065007","localization#biological regulation",3
"PPI-STRING_Consensus_mod318","GO:0001574","ganglioside biosynthetic process","1.44e-04","2.24e-02",9,"GO:0008152#GO:0009987","metabolic process#cellular process",7
"PPI-STRING_Consensus_mod318","GO:0042340","keratan sulfate catabolic process","1.68e-06","2.09e-02",12,"GO:0008152#GO:0009987","metabolic process#cellular process",5
"PPI-STRING_Consensus_mod318","GO:0006687","glycosphingolipid metabolic process","5.88e-11","4.18e-02",34,"GO:0008152#GO:0009987","metabolic process#cellular process",5
"PPI-STRING_Consensus_mod318","GO:0016139","glycoside catabolic process","2.70e-07","1.86e-01",7,"GO:0008152","metabolic process",4
"PPI-STRING_Consensus_mod318","GO:0004563","beta-N-acetylhexosaminidase activity","1.21e-05","2.81e-01",3,"GO:0003824","catalytic activity",5
"PPI-STRING_Consensus_mod318","GO:0008061","chitin binding","1.56e-13","2.42e-01",6,"GO:0005488","binding",3
"PPI-STRING_Consensus_mod318","GO:0004568","chitinase activity","1.56e-13","1.46e-01",6,"GO:0003824","catalytic activity",5
"PPI-STRING_Consensus_mod318","GO:0006032","chitin catabolic process","1.56e-13","1.47e-01",6,"GO:0008152#GO:0009987","metabolic process#cellular process",5
"PPI-STRING_Consensus_mod318","R-HSA-189085","Digestion of dietary carbohydrate","9.21e-07","2.50e-02",10,"R-HSA-8963743","Digestion and absorption",2
"PPI-STRING_Consensus_mod318","R-HSA-1300644","Interaction With The Zona Pellucida","1.97e-24","6.25e-01",10,"R-HSA-1474165","Reproduction",2
"PPI-STRING_Consensus_mod318","R-HSA-2022857","Keratan sulfate degradation","1.68e-06","1.92e-02",12,"R-HSA-1430728","Metabolism",4
"PPI-STRING_Consensus_mod318","R-HSA-975578","Reactions specific to the complex N-glycan synthesis pathway","1.80e-04","5.75e-03",10,"R-HSA-392499","Metabolism of proteins",5
"PPI-STRING_Consensus_mod319","GO:0016740","transferase activity","2.72e-10","3.53e-02",67,"GO:0003824","catalytic activity",2
"PPI-STRING_Consensus_mod319","GO:0061631","ubiquitin conjugating enzyme activity","1.67e-26","1.46e-01",41,"GO:0003824","catalytic activity",5
"PPI-STRING_Consensus_mod319","GO:0000151","ubiquitin ligase complex","1.50e-27","4.87e-02",97,"GO:0032991#GO:0044464","protein-containing complex#cell part",3
"PPI-STRING_Consensus_mod319","GO:0051865","protein autoubiquitination","9.21e-20","5.59e-02",59,"GO:0008152#GO:0009987","metabolic process#cellular process",7
"PPI-STRING_Consensus_mod319","GO:0070534","protein K63-linked ubiquitination","1.33e-20","6.17e-02",37,"GO:0008152#GO:0009987","metabolic process#cellular process",8
"PPI-STRING_Consensus_mod319","GO:0070936","protein K48-linked ubiquitination","4.05e-27","9.41e-02",50,"GO:0008152#GO:0009987","metabolic process#cellular process",8
"PPI-STRING_Consensus_mod319","GO:0070979","protein K11-linked ubiquitination","1.82e-17","5.52e-02",30,"GO:0008152#GO:0009987","metabolic process#cellular process",8
"PPI-STRING_Consensus_mod319","GO:0032436","positive regulation of proteasomal ubiquitin-dependent protein catabolic process","4.78e-15","3.76e-02",71,"GO:0065007","biological regulation",8
"PPI-STRING_Consensus_mod319","GO:0035372","protein localization to microtubule","7.21e-04","1.22e-02",10,"GO:0051179","localization",6
"PPI-STRING_Consensus_mod319","GO:0031624","ubiquitin conjugating enzyme binding","1.82e-17","1.57e-01",30,"GO:0005488","binding",5
"PPI-STRING_Consensus_mod319","GO:1902187","negative regulation of viral release from host cell","3.34e-07","8.28e-02",15,"GO:0065007","biological regulation",5
"PPI-STRING_Consensus_mod319","GO:0097039","protein linear polyubiquitination","1.22e-02","2.13e-02",3,"GO:0008152#GO:0009987","metabolic process#cellular process",8
"PPI-STRING_Consensus_mod319","R-HSA-983168","Antigen processing: Ubiquitination & Proteasome degradation","4.56e-41","2.45e-02",309,"R-HSA-168256","Immune System",3
"PPI-STRING_Consensus_mod319","R-HSA-8866654","E3 ubiquitin ligases ubiquitinate target proteins","1.40e-12","1.07e-02",57,"R-HSA-392499","Metabolism of proteins",3
"PPI-STRING_Consensus_mod319","R-HSA-877300","Interferon gamma signaling","3.90e-09","1.55e-02",93,"R-HSA-168256","Immune System",3
"PPI-STRING_Consensus_mod319","R-HSA-936440","Negative regulators of DDX58/IFIH1 signaling","4.53e-09","9.61e-03",34,"R-HSA-168256","Immune System",3
"PPI-STRING_Consensus_mod320","GO:0003777","microtubule motor activity","1.36e-82","1.01e-01",69,"GO:0003824","catalytic activity",6
"PPI-STRING_Consensus_mod320","GO:0005871","kinesin complex","2.78e-80","2.78e-01",54,"GO:0032991#GO:0044422#GO:0044464","protein-containing complex#organelle part#cell part",3
"PPI-STRING_Consensus_mod320","GO:0007018","microtubule-based movement","1.07e-79","8.74e-02",80,"GO:0009987","cellular process",3
"PPI-STRING_Consensus_mod320","GO:0035372","protein localization to microtubule","1.09e-06","7.13e-02",10,"GO:0051179","localization",6
"PPI-STRING_Consensus_mod320","GO:0008574","ATP-dependent microtubule motor activity, plus-end-directed","2.01e-29","6.16e-02",26,"GO:0003824","catalytic activity",6
"PPI-STRING_Consensus_mod320","R-HSA-983189","Kinesins","2.79e-63","4.67e-02",44,"R-HSA-109582","Hemostasis",2
"PPI-STRING_Consensus_mod321","GO:0016829","lyase activity","2.12e-04","1.75e-02",10,"GO:0003824","catalytic activity",2
"PPI-STRING_Consensus_mod321","GO:0043296","apical junction complex","7.97e-06","3.02e-02",18,"GO:0030054","cell junction",3
"PPI-STRING_Consensus_mod321","GO:0047497","mitochondrion transport along microtubule","1.32e-04","5.89e-02",8,"GO:0009987#GO:0051179","cellular process#localization",5
"PPI-STRING_Consensus_mod321","GO:2000786","positive regulation of autophagosome assembly","2.59e-04","2.01e-02",11,"GO:0065007","biological regulation",6
"PPI-STRING_Consensus_mod321","GO:1902902","negative regulation of autophagosome assembly","3.10e-04","1.17e-02",12,"GO:0065007","biological regulation",6
"PPI-STRING_Consensus_mod321","GO:0006388","tRNA splicing, via endonucleolytic cleavage and ligation","8.32e-07","1.44e-01",9,"GO:0008152#GO:0009987","metabolic process#cellular process",6
"PPI-STRING_Consensus_mod321","R-HSA-139915","Activation of PUMA and translocation to mitochondria","1.70e-04","4.30e-02",9,"R-HSA-5357801","Programmed Cell Death",4
"PPI-STRING_Consensus_mod321","R-HSA-2028269","Signaling by Hippo","2.94e-12","1.66e-01",20,"R-HSA-162582","Signal Transduction",1
"PPI-STRING_Consensus_mod321","R-HSA-8852405","Signaling by MST1","6.62e-03","2.81e-02",3,"R-HSA-162582","Signal Transduction",2
"PPI-STRING_Consensus_mod322","GO:0055015","ventricular cardiac muscle cell development","8.06e-04","1.91e-02",10,"GO:0009987#GO:0032502","cellular process#developmental process",6
"PPI-STRING_Consensus_mod322","GO:0043425","bHLH transcription factor binding","1.65e-04","3.03e-03",25,"GO:0005488","binding",4
"PPI-STRING_Consensus_mod322","GO:0070412","R-SMAD binding","1.28e-04","8.00e-03",23,"GO:0005488","binding",4
"PPI-STRING_Consensus_mod322","GO:0070888","E-box binding","4.92e-05","8.70e-04",47,"GO:0005488","binding",9
"PPI-STRING_Consensus_mod322","GO:0030521","androgen receptor signaling pathway","4.14e-05","2.65e-03",45,"GO:0009987#GO:0065007","cellular process#biological regulation",5
"PPI-STRING_Consensus_mod322","GO:0043923","positive regulation by host of viral transcription","5.00e-05","3.35e-02",17,"GO:0051704#GO:0065007","multi-organism process#biological regulation",6
"PPI-STRING_Consensus_mod322","GO:1902895","positive regulation of pri-miRNA transcription by RNA polymerase II","1.28e-04","1.03e-02",23,"GO:0065007","biological regulation",5
"PPI-STRING_Consensus_mod322","GO:0002039","p53 binding","8.10e-06","3.20e-03",64,"GO:0005488","binding",3
"PPI-STRING_Consensus_mod322","GO:0032993","protein-DNA complex","1.10e-06","1.87e-02",43,"GO:0032991","protein-containing complex",2
"PPI-STRING_Consensus_mod322","GO:0050681","androgen receptor binding","3.45e-05","2.15e-03",43,"GO:0005488","binding",6
"PPI-STRING_Consensus_mod322","GO:0051145","smooth muscle cell differentiation","1.64e-05","8.82e-02",12,"GO:0009987#GO:0032502","cellular process#developmental process",4
"PPI-STRING_Consensus_mod322","GO:0035257","nuclear hormone receptor binding","1.28e-04","8.06e-04",23,"GO:0005488","binding",4
"PPI-STRING_Consensus_mod322","GO:2000774","positive regulation of cellular senescence","9.01e-06","7.53e-02",10,"GO:0065007","biological regulation",5
"PPI-STRING_Consensus_mod322","GO:2001022","positive regulation of response to DNA damage stimulus","1.24e-05","8.43e-02",11,"GO:0065007","biological regulation",5
"PPI-STRING_Consensus_mod322","GO:0010224","response to UV-B","8.06e-04","2.86e-02",10,"GO:0050896","response to stimulus",5
"PPI-STRING_Consensus_mod322","GO:2000480","negative regulation of cAMP-dependent protein kinase activity","5.04e-04","4.87e-02",8,"GO:0065007","biological regulation",6
"PPI-STRING_Consensus_mod322","R-HSA-2559584","Formation of Senescence-Associated Heterochromatin Foci (SAHF)","1.53e-07","1.49e-01",12,"R-HSA-8953897","Cellular responses to external stimuli",4
"PPI-STRING_Consensus_mod322","R-HSA-8935964","RUNX1 regulates expression of components of tight junctions","1.82e-04","2.64e-02",5,"R-HSA-74160","Gene expression (Transcription)",4
"PPI-STRING_Consensus_mod322","R-HSA-8939247","RUNX1 regulates transcription of genes involved in interleukin signaling","1.82e-04","2.64e-02",5,"R-HSA-74160","Gene expression (Transcription)",4
"PPI-STRING_Consensus_mod322","R-HSA-8951911","RUNX3 regulates RUNX1-mediated transcription","5.48e-05","2.53e-01",3,"R-HSA-74160","Gene expression (Transcription)",4
"PPI-STRING_Consensus_mod322","R-HSA-8951936","RUNX3 regulates p14-ARF","4.23e-06","5.87e-02",8,"R-HSA-74160","Gene expression (Transcription)",4
"PPI-STRING_Consensus_mod323","GO:0005164","tumor necrosis factor receptor binding","1.22e-33","1.06e-01",32,"GO:0005488","binding",6
